GrLivArea,BedroomAbvGr,FullBath,HalfBath,OverallQual,OverallCond,YearBuilt,YearRemodAdd,LotArea,GarageArea,nbhd_high,nbhd_mid,SalePrice
1376,3,2,0,6,6,1937,1950,8600,198,0,0,119500
1183,2,1,1,3,7,1948,2002,6000,308,0,0,120000
813,2,1,0,6,8,1930,2005,5684,270,0,0,110000
1533,2,2,0,7,5,1975,1975,70761,576,0,1,280000
1756,3,2,1,6,5,1996,1997,9303,422,1,0,204000
1590,3,2,1,8,5,2008,2008,9000,676,0,1,210000
1728,4,2,0,5,5,1976,1976,9297,560,0,1,188000
1242,3,1,1,7,6,1973,1973,9600,528,0,1,175500
1344,4,1,0,5,5,1916,1950,4571,513,0,0,98000
1663,2,1,0,4,6,1954,1994,53227,529,0,1,256000
1666,3,1,0,8,7,1925,1996,5100,228,0,0,161000
1203,3,1,0,5,4,1950,1950,7015,352,0,0,110000
1935,3,2,1,8,5,2009,2009,8004,552,0,1,263435
1135,3,1,0,7,9,1936,2007,7200,576,0,0,155000
864,3,1,0,5,5,1965,1965,8281,360,0,0,62383
1660,3,1,1,6,7,1934,1995,11988,240,0,1,188700
1040,3,2,0,5,5,1978,1978,8430,0,0,1,124000
1414,2,2,0,7,5,2004,2004,3072,398,0,1,178740
1277,2,1,0,7,5,1970,1970,10628,526,0,0,167000
1644,3,1,1,5,7,1942,1995,9480,312,0,0,146500
1634,3,2,0,8,5,2006,2006,11428,866,1,0,250000
1710,3,2,1,6,5,1993,1993,9291,506,0,1,187000
1502,1,1,1,8,5,1985,1985,6820,528,1,0,212000
1969,3,2,1,7,6,1977,1977,11952,534,0,1,190000
1072,2,1,0,6,5,2005,2005,3675,525,0,0,148000
1976,2,2,0,8,5,2006,2007,14977,908,1,0,440000
1652,2,2,0,8,5,2000,2000,5330,499,1,0,251000
970,2,1,0,5,6,1963,1963,8480,624,0,0,132500
1493,3,2,0,6,5,1997,1998,13125,508,0,1,208900
2643,3,2,1,9,5,2006,2006,13693,694,1,0,380000
1718,3,2,0,8,5,2007,2008,10637,826,0,1,297000
1131,2,1,0,4,7,1937,2000,5925,672,0,0,89471
1850,3,2,0,9,5,2004,2005,16033,772,1,0,326000
1792,2,2,0,9,5,2003,2004,11846,874,1,0,374000
1826,4,1,1,7,8,1915,2005,2500,164,0,0,155000
1216,2,2,0,6,5,1998,1998,4500,402,0,1,164000
999,3,1,0,5,7,1962,2001,7758,264,0,0,132500
1113,3,1,0,5,7,1950,2007,9600,264,0,0,147000
1073,3,1,1,5,7,1965,1965,10289,515,0,0,156000
1484,3,2,0,5,6,1971,1971,12243,487,0,1,175000
2414,3,2,0,5,4,1900,1970,10800,520,0,0,160000
630,1,1,0,4,8,1970,2002,1526,286,0,0,86000
1304,3,1,1,5,6,1976,1976,2665,336,0,0,115000
1578,3,1,0,6,7,1941,1950,9490,240,0,0,133000
1456,3,2,1,6,5,2006,2006,15578,429,0,1,172785
1269,3,1,1,5,6,1960,1960,7931,308,0,0,155000
886,2,1,0,5,8,1938,1996,5784,273,0,0,91300
720,2,1,0,4,5,1920,1950,7879,0,0,0,34900
3228,4,3,0,8,5,1992,1993,12692,546,1,0,430000
1820,4,2,0,7,6,1925,1950,9120,240,0,0,184000
899,3,1,0,5,7,1967,2004,7800,288,0,0,130000
912,2,1,0,5,7,1958,1985,7535,297,0,0,120000
1218,3,1,1,6,5,1973,1973,1890,264,0,0,113000
1768,3,2,1,7,5,2005,2005,9803,603,0,1,226700
1214,2,1,0,5,7,1965,1965,9170,461,0,0,140000
1801,1,2,0,7,8,1959,1997,15602,484,0,1,289000
1322,3,2,1,6,5,1974,1974,2308,440,0,0,147000
1960,4,2,0,5,5,1952,1952,7596,400,0,0,124500
1911,3,2,1,8,5,1993,1994,9554,471,0,1,215000
1218,2,2,0,6,5,2009,2009,7862,676,0,1,208300
1378,3,2,0,7,9,1928,2005,9600,360,0,0,161000
1041,3,1,0,5,6,1959,1959,9600,270,0,0,124500
1363,2,1,0,5,7,1951,2000,14559,288,0,0,164900
1368,2,2,0,7,5,2005,2006,6792,474,1,0,202665
864,3,1,0,5,5,1958,1958,9100,624,0,0,129900
1080,3,1,1,6,5,1983,1983,9187,484,0,1,134000
789,2,1,0,5,5,1926,1950,10594,200,0,1,96500
2020,3,2,1,10,5,2009,2009,12220,900,1,0,402861
2119,3,2,1,6,6,1972,1972,10448,583,0,1,158000
2344,3,2,1,7,5,1996,1997,10208,889,1,0,265000
1796,3,2,1,6,5,1998,1998,9531,546,0,1,211000
2080,3,1,1,7,9,1926,2004,10918,282,0,1,234000
1294,3,2,0,4,7,1900,2000,10800,0,0,0,106250
1244,3,1,1,6,6,1957,1957,11988,336,0,0,150000
1664,3,2,0,6,7,1947,1950,5000,420,0,0,159000
4676,3,3,1,10,5,2007,2008,40094,884,0,0,184750
2398,3,2,1,7,5,1996,1997,11787,834,1,0,315750
1266,3,2,0,7,5,2005,2005,7500,453,0,1,176000
928,2,1,0,5,7,1956,2000,13300,252,0,0,132000
2713,3,2,1,9,5,2008,2008,14948,858,1,0,446261
605,2,1,0,4,7,1920,2002,9098,0,0,0,86000
2515,4,3,0,6,3,1957,1975,32668,484,0,1,200624
1509,3,2,0,6,5,1988,1989,10200,600,1,0,175000
1362,3,2,0,6,8,1920,1999,6155,502,0,0,128000
827,2,1,0,5,7,1955,2007,7200,392,0,0,107500
334,1,1,0,1,3,1946,1950,5000,0,0,0,39300
1414,3,2,1,8,5,2004,2004,9056,403,0,1,178000
1347,3,1,0,5,7,1910,1991,7000,0,0,0,107500
1724,3,2,1,7,5,1998,1999,8924,527,0,1,188000
864,3,1,0,4,5,1972,1972,12735,576,0,0,111250
1159,3,1,1,5,5,1968,1968,11553,336,0,0,158000
1601,3,2,0,8,5,2001,2002,11423,670,0,1,272000
1838,2,2,0,9,5,2006,2006,14601,765,1,0,315000
2285,4,2,1,8,5,2000,2000,11000,648,1,0,248000
1680,3,2,0,7,5,1998,1999,10140,583,0,1,213250
767,1,1,0,7,5,1998,1998,4058,367,0,0,133000
1496,3,2,1,7,5,2006,2006,17104,426,0,1,179665
2183,4,2,1,7,5,1988,1988,13837,786,0,1,229000
1635,3,1,1,6,7,1923,1950,8737,440,0,0,210000
768,2,1,0,5,7,1970,1970,7244,624,0,1,129500
825,2,1,0,5,7,1955,1995,8235,720,0,0,125000
2094,4,2,1,7,5,2003,2004,9375,615,0,1,263000
1069,2,2,0,6,6,1977,1977,4043,440,0,0,140000
928,3,1,0,5,6,1957,1957,6000,288,0,0,112500
1717,3,2,0,8,5,2006,2006,11146,908,1,0,255500
1126,2,2,0,4,5,1949,2003,8777,520,0,0,108000
2046,3,2,1,7,5,2003,2004,10625,871,1,0,284000
1048,2,1,0,5,6,1922,1950,6380,280,0,0,113000
1092,2,1,0,5,5,1957,1957,14850,299,0,0,141000
1336,3,1,1,4,6,1920,1950,11040,570,0,0,108000
1446,3,2,1,7,5,1996,1997,21872,406,0,1,175000
1557,2,2,0,7,5,2003,2004,3196,420,0,1,234000
1392,3,1,1,5,6,1957,1996,11341,528,0,0,121500
1389,2,1,0,5,5,1974,1975,10010,418,0,1,170000
996,3,1,0,5,6,1940,1969,13907,0,0,0,108000
1674,4,2,0,6,7,1918,1950,21780,396,0,0,185000
2295,4,2,1,7,5,1992,2000,13346,590,1,0,268000
1647,4,1,1,6,4,1915,1950,6858,216,0,0,128000
2504,4,2,1,9,5,2005,2007,11198,656,1,0,325000
1535,3,2,0,7,5,2004,2004,10171,532,1,0,214000
2132,1,1,1,8,8,1983,2009,12327,612,0,1,316600
943,2,1,0,5,5,1979,1979,7032,600,0,0,135960
1728,6,2,0,5,5,1965,1965,13101,576,0,0,142600
864,2,1,0,6,6,1959,1959,7332,288,0,0,120000
1692,3,2,1,7,5,2009,2009,13159,650,1,0,224500
1430,3,2,1,7,5,2000,2000,9967,400,0,1,170000
1109,3,1,0,5,7,1971,2005,10500,288,0,0,139000
1216,2,1,0,5,5,1947,1950,8480,336,0,0,118500
1477,3,2,0,7,7,1928,1950,6292,216,0,0,145000
1320,3,1,0,5,6,1966,1966,11777,564,0,0,164500
1392,2,2,0,7,5,2007,2007,3604,540,0,1,146000
1795,4,2,0,5,5,1954,1954,12150,352,0,0,131500
1429,3,1,0,6,6,1960,1987,14585,572,0,0,181900
2042,3,2,1,8,5,2008,2009,12704,1390,1,0,253293
816,3,1,0,6,5,1990,1990,11841,0,0,0,118500
2775,3,3,1,10,9,1893,2000,13500,880,0,0,325000
1573,3,1,0,4,7,1935,1995,6120,240,0,0,133000
2028,2,2,0,8,5,2005,2006,11443,880,1,0,369900
838,2,1,0,6,7,1918,2000,10267,275,0,0,130000
860,2,1,0,5,6,1982,1982,8740,528,0,0,137000
1473,1,1,0,5,8,1968,2003,25095,452,0,1,143000
935,2,1,0,5,6,1930,1960,9100,308,0,0,79500
1582,3,2,1,7,5,2004,2004,8320,520,0,1,185900
2296,3,2,1,10,5,2008,2008,13478,842,1,0,451950
816,2,1,0,5,8,1982,2003,6600,816,0,1,138000
848,1,1,0,6,5,2003,2003,4435,420,0,1,140000
924,3,1,0,5,6,1975,1975,7990,280,0,1,110000
1826,3,2,0,8,5,2005,2006,11302,758,1,0,319000
1368,3,1,0,6,7,1910,1993,3600,216,0,0,114504
1402,2,0,2,7,5,2006,2007,3922,648,0,1,194201
1647,3,2,0,5,6,1977,1977,12984,621,0,1,217500
1556,3,2,1,6,6,1980,1980,1950,452,0,0,151000
1904,3,2,1,8,5,2005,2005,10927,736,1,0,275000
1375,3,1,1,6,6,1937,1950,9000,544,0,0,141000
1915,3,2,1,8,5,1992,1992,10041,506,0,1,220000
1200,2,2,1,7,5,2004,2005,3182,480,0,1,151000
1494,3,2,0,7,5,2002,2002,12803,530,0,1,221000
1986,3,2,1,7,6,1965,1990,13600,486,0,0,205000
1040,3,1,0,5,5,1996,1996,12464,576,0,1,152000
2008,3,3,0,5,8,1948,2002,7800,230,0,0,225000
3194,4,2,1,8,6,1934,1998,12168,380,0,1,359100
1029,3,1,0,4,5,1961,1961,7943,261,0,0,118500
2153,3,2,1,9,5,2000,2000,11050,736,0,1,313000
1032,3,2,0,6,6,1978,1978,10395,564,0,1,148000
1872,3,2,1,8,5,2001,2001,11885,531,0,1,261500
1120,3,1,0,5,5,2007,2007,8402,0,0,1,147000
630,1,1,0,4,6,1972,1972,1491,0,0,0,75500
1054,3,1,0,6,7,1963,1963,8800,480,0,0,137500
1509,3,2,1,6,5,2002,2003,7861,393,0,1,183200
832,2,1,0,6,6,1954,1954,7227,528,0,0,105500
1828,3,2,0,9,5,2007,2007,11694,774,1,0,314813
2262,4,2,1,8,5,2003,2003,12244,749,1,0,305000
864,2,1,0,3,3,1914,1950,8248,0,0,0,67000
2614,4,2,1,6,7,1974,1997,10800,624,0,1,240000
980,3,1,0,5,6,1977,1977,7064,484,0,0,135000
1512,2,2,1,6,5,2000,2000,2117,440,0,1,168500
1790,4,1,2,6,5,1972,1972,10400,484,0,1,165150
1116,3,1,1,6,6,1962,1962,10000,440,0,0,160000
1422,3,1,0,5,5,1960,1978,12342,286,0,0,139900
1520,3,1,0,6,6,1955,1972,9600,364,0,0,153000
2080,5,1,2,5,5,1969,1969,11606,504,0,0,135000
1350,3,1,1,6,5,1964,1964,9020,520,0,0,168500
1750,3,1,0,5,6,1880,1991,9000,240,0,0,124000
1554,2,2,0,8,5,2006,2006,4590,627,1,0,209500
1411,3,2,0,7,5,1977,1977,11900,544,0,1,82500
1056,3,1,0,5,7,1954,2005,9250,260,0,0,139400
1056,0,0,0,6,5,1980,1980,6979,576,0,0,144000
3395,8,2,0,6,7,1914,1995,10896,0,0,0,200000
800,1,1,0,2,3,1936,1950,6120,0,0,0,60000
1387,3,2,0,5,4,1954,1954,6000,256,0,0,93000
796,2,1,0,5,7,1910,1950,8777,0,0,0,85000
1567,1,2,0,8,5,2006,2006,3982,648,0,1,264561
1518,1,1,1,8,5,2003,2004,12677,588,1,0,274000
1929,3,2,1,7,5,2001,2001,7050,650,0,1,226000
2704,4,2,1,8,7,1972,1995,13860,538,0,0,345000
1620,4,2,1,5,5,1969,1969,10793,462,0,1,152000
1766,2,2,1,9,5,2009,2009,9187,478,0,1,370878
981,3,1,1,6,5,1971,1971,10530,576,0,0,143250
1048,3,1,0,5,5,1950,1950,7200,420,0,0,98300
1094,3,1,0,6,5,1953,1953,10452,495,0,0,155000
1839,4,1,1,6,5,1966,1966,7700,442,0,0,155000
630,1,1,0,4,6,1970,1970,1936,0,0,0,84500
1665,3,2,1,7,6,2007,2007,8125,562,0,1,205950
1510,4,1,0,4,5,1940,1950,9084,296,0,0,108000
1716,2,2,1,7,5,1996,1996,8750,512,0,1,191000
1469,3,1,0,6,7,1906,1995,10320,216,0,0,135000
2113,2,2,1,8,6,1995,1995,10437,839,1,0,350000
1092,3,1,1,6,5,1971,1971,1680,264,0,0,88000
1053,3,1,1,5,7,1959,2006,10007,312,0,0,145500
1502,3,1,1,7,6,1931,2000,7200,270,0,1,149000
1458,3,1,0,6,5,1948,1950,17503,330,0,0,97500
1486,3,1,0,5,7,1964,1999,9937,480,0,0,167000
1935,3,2,1,7,7,1976,1976,12384,550,0,1,197900
2448,4,2,1,8,7,1994,2005,46589,711,1,0,402000
1392,2,1,0,6,3,1968,1968,13560,576,0,0,110000
1181,3,2,0,4,5,1972,1972,10012,588,0,0,137500
2097,1,1,1,8,5,2005,2006,20896,1134,0,1,423000
1936,3,2,1,8,5,2000,2000,11194,504,0,1,230500
2380,3,2,1,6,5,1965,1979,18450,596,0,0,129000
1679,3,2,0,6,5,1994,1998,8125,575,0,1,193500
1437,3,1,1,5,6,1956,1987,14175,576,0,0,168000
1180,2,1,0,4,5,1922,1950,11600,252,0,1,137500
1476,3,2,1,6,5,2005,2005,8633,540,0,1,173500
1369,3,2,0,6,6,1925,1950,6629,300,0,0,103600
1208,3,1,1,6,6,1977,1977,11250,546,1,0,165000
1839,3,2,0,6,7,1957,2004,14442,416,0,1,257500
1136,3,1,0,6,6,1965,1965,9200,384,0,0,140000
1441,3,2,1,6,6,1978,1978,2289,440,0,0,148500
1774,4,2,0,4,2,1900,1950,9600,779,0,0,87000
792,2,1,0,5,8,1924,2006,9022,240,0,0,109500
2046,3,2,1,8,5,2008,2008,11844,834,1,0,372500
988,3,1,0,5,5,1961,1961,9945,572,0,0,128500
923,2,2,0,6,5,1980,1980,8012,264,0,1,143000
1520,3,1,0,5,5,1932,2000,4500,281,0,0,159434
1291,2,1,0,6,5,1996,1997,2887,431,0,1,173000
1668,3,2,0,9,5,2002,2002,11248,702,0,1,285000
1839,4,2,1,7,5,1998,1998,16770,486,1,0,221000
2090,3,2,0,7,5,1984,1984,5062,577,1,0,207500
1761,3,3,0,7,6,2007,2007,10207,578,0,1,227875
1102,2,2,1,7,5,2004,2004,5105,480,0,1,148800
1419,2,2,0,8,6,2007,2007,8089,567,1,0,392000
1362,2,2,0,6,5,2005,2006,7577,460,1,0,194700
848,1,1,0,6,5,2004,2004,4426,420,0,1,141000
4316,4,3,1,10,6,1994,1995,21535,832,1,0,755000
2519,4,2,1,7,5,1989,1990,26178,628,1,0,335000
1073,2,1,0,5,6,1921,1968,5400,326,0,0,108480
1539,3,1,1,5,6,1936,1950,6120,576,0,0,141500
1137,2,2,0,6,6,1987,1987,13811,551,1,0,176000
616,2,1,0,5,7,1921,1950,6000,205,0,0,89000
1148,2,1,0,5,7,1952,1952,6420,308,0,0,123500
894,3,1,0,5,8,1965,2009,8450,336,0,0,138500
1391,2,2,0,7,5,2004,2004,4282,530,0,1,196000
1800,3,2,0,8,5,2002,2002,14331,765,1,0,312500
1164,3,1,1,7,5,1969,1969,9600,528,0,1,140000
2576,4,2,1,8,5,2006,2006,12438,666,1,0,361919
1812,4,2,0,5,9,1900,1996,7630,672,0,0,140000
1484,3,2,0,7,5,2004,2005,8400,606,0,1,213000
1092,3,2,0,4,5,1930,1950,5600,0,0,0,55000
1824,2,2,0,7,5,1971,2002,115149,739,0,1,302000
1324,2,2,0,8,5,2006,2006,6240,550,1,0,254000
1456,3,2,1,7,5,2007,2007,9018,400,0,1,179540
904,3,1,0,5,7,1966,1966,7162,408,0,0,109900
729,2,1,0,3,6,1935,2003,4130,0,0,0,52000
1178,2,1,0,4,7,1900,1950,8712,384,0,0,102776
1228,2,2,0,8,5,1988,1989,4671,472,1,0,189000
960,3,1,0,4,5,1970,1970,9873,576,0,0,129000
1479,3,2,1,6,8,1976,2005,13517,475,0,0,130500
1350,3,2,0,6,5,1974,1974,10140,478,0,1,165000
2554,3,1,1,7,8,1890,1998,10800,704,0,0,159500
1178,3,1,1,5,6,1973,2000,10000,439,0,1,157000
2418,3,2,1,7,5,1993,1994,10542,983,1,0,341000
971,3,1,1,5,6,1969,1969,9920,300,0,1,128500
1742,2,2,0,8,5,1985,1985,6563,564,1,0,275000
848,1,1,0,6,5,2004,2004,4426,420,0,1,143000
864,3,1,0,4,7,1970,1970,8120,463,0,0,124500
1470,4,2,0,4,6,1954,1972,8172,548,0,0,135000
1698,3,2,0,9,5,2007,2008,13286,768,0,0,320000
864,3,1,0,4,6,1970,1970,6960,660,0,0,120500
1680,3,2,0,6,9,1988,2007,21695,540,0,1,222000
1232,2,2,0,7,5,2007,2007,7314,632,0,1,194500
1776,4,2,0,5,5,1958,1958,11475,888,0,0,110000
1208,2,1,0,4,5,1925,1950,6240,539,0,0,103000
1616,2,2,0,8,5,1995,1996,5389,608,1,0,236500
1146,3,2,0,7,5,2003,2003,9590,438,1,0,187500
2031,3,2,1,7,5,1998,1999,11404,541,0,1,222500
1144,3,1,0,5,6,1961,1983,10000,264,0,0,131400
948,3,1,0,5,5,1968,1968,8978,300,0,0,108000
1768,2,1,1,7,7,1914,1970,10800,320,0,0,163000
1040,2,2,0,3,4,1950,1950,8544,400,0,0,93500
1801,3,2,1,8,5,2005,2005,10463,800,0,1,239900
1200,3,3,0,5,5,1987,1988,10800,0,0,0,179000
1728,3,2,1,7,5,2004,2004,9313,572,0,1,190000
1432,2,2,0,5,7,1910,2002,9600,360,0,0,132000
912,3,1,0,6,8,1961,1996,6768,288,0,0,142000
1349,3,2,0,7,5,2000,2001,8450,539,0,1,179000
1464,3,2,0,5,6,1963,1999,12886,480,0,0,175000
1337,2,2,0,8,5,1993,1993,5395,462,1,0,180000
2715,4,3,1,8,9,1976,1996,8963,831,0,1,299800
2256,4,2,1,7,5,2000,2000,8795,554,0,1,236000
2640,4,1,1,7,7,1880,2003,11700,864,0,0,265979
1720,3,2,0,7,5,1996,1996,10593,527,1,0,260400
1529,4,2,0,4,3,1945,1950,8405,240,0,0,98000
1140,3,1,0,4,7,1910,2004,8800,0,0,0,96500
1320,3,2,1,7,5,2003,2003,7750,400,0,1,162000
1494,3,2,0,6,5,1997,1997,9236,576,0,1,217000
2098,3,2,1,8,5,2005,2005,10240,878,1,0,275500
1026,3,1,0,6,8,1969,2005,7930,440,0,0,156000
1471,3,2,1,6,5,1999,1999,3230,440,0,1,172500
1768,3,2,1,8,5,2007,2007,10769,578,0,1,212000
1386,3,2,1,6,5,1978,1978,11616,440,0,0,158900
1501,3,2,1,7,5,1999,1999,2280,440,0,1,179400
2531,4,2,1,8,5,1995,1995,12257,752,1,0,290000
864,2,1,0,6,6,1959,1959,9100,300,0,0,127500
1301,2,1,0,5,5,1924,1950,6911,440,0,0,100000
1547,3,2,1,7,5,2009,2009,8640,614,0,1,215200
2365,3,2,1,8,5,1999,1999,9430,856,1,0,337000
1494,2,1,1,8,5,1995,1996,9549,481,1,0,270000
1506,2,2,0,9,5,2008,2008,14587,592,0,1,264132
1714,3,2,1,7,5,1988,1988,10421,496,0,1,196500
1750,4,2,0,6,7,1940,1985,12508,423,0,1,160000
1836,3,2,0,7,5,2004,2005,9100,484,0,1,216837
3279,4,3,1,8,5,2003,2003,53504,841,1,0,538000
858,2,1,0,5,5,1982,1982,7252,576,0,0,134900
1220,2,1,0,4,5,1951,1951,8877,396,0,0,102000
1117,3,1,0,6,5,1976,1976,7819,672,0,0,107000
912,2,1,0,5,5,1958,1958,10150,275,0,0,114500
1973,3,2,0,8,5,2006,2006,14226,895,1,0,395000
1204,2,2,0,6,5,1998,1998,4500,412,0,1,162000
1614,3,2,0,7,5,2005,2006,11210,865,0,1,221500
894,3,1,0,5,5,1974,1974,13350,440,0,0,142500
2020,4,2,0,5,5,1977,1977,8400,630,0,1,144000
1004,2,1,0,6,5,1977,1977,10530,504,0,1,135000
1253,3,2,0,7,5,1995,1996,7875,402,0,1,176000
1603,3,2,1,6,5,1992,1992,7153,484,0,1,175900
1430,3,2,0,7,5,2001,2002,16285,605,0,1,187100
1110,1,1,0,5,6,1978,1978,9101,602,0,1,165500
1484,3,2,0,6,6,1914,2001,6300,0,0,0,128000
1342,3,2,0,6,5,1967,1967,9790,457,0,1,161500
1652,4,2,0,5,6,1915,1950,10800,416,0,0,139000
2084,4,2,1,7,5,2004,2004,10142,618,0,1,233000
901,2,1,0,4,7,1954,2000,6000,281,0,0,107900
2087,5,2,1,6,8,1966,2007,12205,444,0,1,187500
1145,2,2,0,7,5,2005,2006,3182,397,0,1,160200
1062,3,1,0,6,5,1976,1976,11333,539,0,1,146800
2013,3,2,1,7,5,1996,1997,9920,455,1,0,269790
1496,3,2,0,8,5,2007,2007,9158,474,0,1,225000
1895,3,2,1,7,5,1994,1996,10832,409,0,1,194500
1564,3,2,1,6,6,1980,1981,8400,476,0,1,171000
1285,3,1,1,6,5,1977,1977,8197,528,0,0,143500
773,2,1,0,5,5,1953,1953,7677,240,0,0,110000
3140,4,3,1,9,5,2008,2009,13518,820,1,0,485000
1768,3,1,1,5,7,1937,1950,7200,240,0,0,175000
1688,4,2,1,6,5,1997,1997,12798,603,0,1,200000
1196,2,1,0,4,7,1916,1990,4800,440,0,0,109900
1456,3,2,1,7,5,2005,2005,8199,410,0,1,189000
2822,4,3,1,9,5,2008,2009,13891,1020,1,0,582933
1128,2,1,0,5,5,1954,1954,9000,286,0,0,118000
1428,3,2,0,7,5,2008,2008,12274,554,0,1,227680
980,3,2,0,5,5,1967,1967,9750,384,0,0,135500
1576,3,1,1,5,6,1923,2004,21384,528,0,0,223500
1086,3,1,0,5,5,1966,1966,13400,484,0,0,159950
2138,2,2,0,5,5,1898,1965,8100,360,0,0,106000
1309,3,1,1,6,6,1974,1999,10140,484,0,1,181000
848,1,1,0,6,5,2004,2004,4438,420,0,1,144500
1044,2,1,0,5,5,1952,1952,8712,504,0,0,55993
1442,4,1,1,6,6,1958,1958,9750,301,0,0,157900
1250,3,1,1,5,7,1918,1950,8248,280,0,0,116000
1661,3,2,0,7,5,1998,1998,12137,598,0,1,224900
1008,2,1,0,5,6,1954,1954,11425,275,0,0,137000
1689,3,2,0,8,5,2002,2002,13265,857,0,1,271000
1052,3,1,0,6,7,1971,1971,8816,440,0,1,155000
1358,2,2,0,7,5,2009,2010,6371,484,1,0,224000
1640,3,2,1,7,5,2003,2003,7226,595,0,1,183000
936,2,1,0,4,4,1953,1953,6000,576,0,0,93000
1733,3,2,1,7,5,2003,2003,12394,433,0,1,225000
1489,3,2,0,6,7,1940,1950,9900,240,0,0,139500
1489,3,2,0,8,5,2006,2006,11216,776,0,1,232600
2084,2,2,0,10,5,2007,2008,14803,1220,1,0,385000
784,2,1,0,5,6,1924,1950,6130,0,0,0,109500
1434,3,2,0,7,5,2001,2001,8529,527,0,1,189000
2126,3,2,1,5,5,1967,1967,28698,538,0,1,185000
1223,2,2,1,7,5,2005,2005,2544,480,0,1,147400
1392,3,1,1,6,5,1957,1957,11900,458,0,0,166000
1200,2,2,1,7,5,2005,2005,3180,480,0,1,151000
1829,3,2,1,7,6,2003,2003,9548,613,0,1,237000
1516,3,1,1,6,6,1964,1964,10004,472,0,0,167000
1144,3,1,0,5,6,1961,1961,7875,456,0,0,139950
1067,2,2,0,4,7,1950,1995,9600,436,0,0,128000
1559,2,1,0,5,6,1948,1973,8100,812,0,0,153500
987,2,1,1,6,5,1973,1973,1680,264,0,0,100000
1099,3,1,1,5,6,1995,2006,9525,352,0,1,144000
1200,3,1,0,5,6,1946,1995,11767,240,0,0,130500
1482,4,2,0,6,8,1925,1950,12155,400,0,0,140000
1539,3,2,0,5,8,1904,2002,10440,686,0,0,157500
1165,3,1,1,6,7,1966,1966,9020,490,0,0,174900
1800,6,2,0,5,4,1961,1961,8000,0,0,0,141000
1416,4,1,1,5,8,1915,1950,12665,720,0,0,153900
1701,3,2,0,5,5,1975,1981,16647,611,0,0,171000
1775,3,2,1,7,5,1993,1993,9317,425,0,1,213000
864,3,1,0,5,6,1972,1972,15523,338,0,1,133500
2358,5,3,0,6,8,1908,1997,45600,360,0,1,240000
1855,3,2,1,6,7,1976,1994,9600,512,1,0,187000
848,1,1,0,6,5,2003,2003,4435,420,0,1,131500
1456,2,2,0,8,5,2003,2003,3196,400,0,1,215000
1646,4,2,0,7,5,1941,1950,7128,240,0,1,164000
1445,3,1,1,6,6,1964,1964,12095,645,0,0,158000
1779,3,1,1,5,4,1955,1974,17920,454,0,0,170000
1040,3,1,1,5,8,1962,2010,6897,260,0,0,127000
1026,3,1,0,6,6,1978,1978,10970,576,0,1,147000
1481,3,2,1,6,5,1994,1995,8125,343,0,1,174000
1370,3,2,0,7,5,1976,1976,10400,479,0,1,152000
2654,4,2,1,6,7,1968,1984,11029,619,0,1,250000
1426,3,1,1,7,8,1918,1998,7642,216,0,1,189950
1039,3,1,1,5,4,1965,1965,11625,504,0,0,131500
1097,3,2,0,6,5,1984,1985,9672,480,0,1,152000
1148,3,1,0,5,5,1959,1959,7931,672,0,0,132500
1372,3,2,0,7,5,2007,2008,8640,529,0,1,250580
1002,3,1,0,5,6,1970,1970,8750,902,0,0,148500
1646,3,2,0,8,5,2006,2007,10656,870,1,0,248900
1120,3,1,1,4,5,1961,1961,6970,544,0,0,129000
2320,2,2,0,5,6,1948,1950,14762,672,0,1,169000
1949,3,2,1,7,5,1993,1994,9938,574,0,1,236000
894,2,1,0,5,5,1962,1962,6600,308,0,0,109500
1682,3,2,1,6,5,1998,1998,8750,523,0,1,200500
910,3,1,0,5,7,1953,1996,8892,414,0,0,116000
1268,3,1,0,5,7,1949,1950,12144,288,0,0,133000
1131,3,1,1,5,6,1941,1950,5720,200,0,0,66500
2610,4,2,1,8,5,2007,2007,9000,550,0,1,303477
1040,3,1,0,4,5,1963,1963,25286,648,0,1,132250
2224,4,2,1,9,5,2004,2005,8834,738,1,0,350000
1155,3,1,0,5,7,1961,1995,11782,576,0,0,148000
864,3,1,0,5,8,1978,2005,7000,336,0,1,136500
1090,2,1,1,5,5,2005,2006,7024,450,0,0,157000
1717,3,2,1,7,5,1990,1991,13758,400,1,0,187500
1593,3,2,1,6,5,1992,1993,9636,389,0,1,178000
2230,5,1,0,4,5,1912,1950,6204,440,0,0,118500
892,3,1,0,5,5,1967,1967,7150,288,0,0,100000
1709,2,2,0,9,5,1999,2000,5119,506,0,1,328900
1712,4,2,0,5,5,1959,2005,8393,588,0,0,145000
1393,3,1,1,5,7,1955,1955,16466,300,0,0,135500
2217,4,2,0,8,6,1970,1970,15865,621,0,0,268000
1505,2,1,0,6,4,1953,1953,12160,505,0,0,149500
924,3,1,0,5,7,1949,2006,8064,576,0,0,122900
1683,3,2,1,6,5,1978,1978,11184,440,0,0,172500
1068,3,1,0,6,8,1963,2003,8414,264,0,0,154500
1383,3,1,0,5,5,1954,1954,13284,354,0,0,165000
1535,4,2,0,5,5,1979,1979,7018,400,0,1,118858
1796,4,1,1,6,5,1963,1963,7056,483,0,0,140000
951,2,1,0,4,6,1936,1950,8765,327,0,0,106500
2240,6,2,0,5,5,1979,1979,7018,528,0,1,142953
