age,female,education_num,hours_per_week,government,self_employed,white_collar,blue_collar,service,capital_gain,capital_loss,married,income
26,1,13,40,0,0,1,0,0,0,0,0,0
47,0,10,40,0,0,1,0,0,0,0,1,0
55,0,9,45,0,1,1,0,0,0,0,1,0
38,0,9,40,0,0,0,1,0,0,0,1,0
24,0,13,15,1,0,1,0,0,0,0,0,0
64,0,16,25,0,1,1,0,0,0,0,1,1
56,0,13,40,1,0,1,0,0,0,0,1,1
41,0,9,49,0,0,0,0,0,0,0,1,1
33,0,9,45,0,0,0,0,0,7298,0,1,1
33,0,15,42,0,0,1,0,0,0,0,0,1
21,0,10,40,0,0,0,0,1,0,0,1,0
59,0,9,40,1,0,0,1,0,0,0,0,0
58,0,11,40,0,0,1,0,0,0,0,1,1
43,0,14,40,1,0,1,0,0,0,0,0,0
21,0,9,40,0,0,0,1,0,0,0,0,0
45,0,9,40,0,0,0,1,0,0,0,0,0
53,1,9,50,1,0,1,0,0,0,0,1,1
41,0,15,50,0,0,1,0,0,0,0,1,1
27,1,6,40,0,0,1,0,0,0,0,1,0
53,0,10,50,0,0,0,1,0,0,0,1,1
38,0,14,35,0,0,1,0,0,0,0,1,1
31,0,13,70,0,0,1,0,0,0,0,1,1
41,0,9,35,0,0,0,1,0,0,0,1,0
22,1,10,40,1,0,1,0,0,0,0,0,0
43,0,14,60,0,1,0,0,0,0,0,1,0
41,0,10,40,1,0,1,0,0,0,0,0,0
27,1,10,35,0,0,0,1,0,0,0,1,0
41,0,10,40,1,0,1,0,0,0,0,1,0
36,0,15,45,0,0,1,0,0,99999,0,0,1
49,1,13,40,0,0,1,0,0,0,0,1,1
20,0,9,45,0,0,0,1,0,0,0,0,0
58,1,9,45,0,1,0,0,1,0,0,0,0
35,1,8,40,0,1,0,0,1,0,0,0,0
30,0,9,40,1,0,0,0,1,0,0,1,1
21,0,9,40,0,0,0,1,0,0,0,0,0
29,0,12,45,0,0,0,1,0,0,0,0,0
40,1,9,40,0,0,0,0,0,0,0,0,0
54,1,13,40,1,0,1,0,0,0,0,0,1
35,0,13,60,0,0,0,0,0,0,0,1,1
35,0,13,50,0,0,0,0,0,0,0,1,0
40,1,13,40,0,0,0,0,1,0,0,0,0
59,1,9,40,0,0,0,0,0,0,0,0,0
43,0,10,50,0,1,0,1,0,0,0,1,0
39,0,6,60,0,0,0,1,0,0,0,1,1
51,1,4,30,0,0,0,1,0,0,0,0,0
71,1,10,60,0,0,0,0,1,2964,0,0,0
33,1,8,40,0,0,0,1,0,0,0,0,0
28,0,9,35,0,0,0,0,1,0,0,0,0
30,0,9,40,0,0,0,0,0,0,0,0,0
20,0,3,40,0,0,0,1,0,0,0,0,0
51,0,9,50,0,1,0,0,0,0,0,1,0
39,1,9,40,0,0,0,1,0,0,0,1,1
62,0,10,40,0,0,0,0,0,0,0,1,1
37,0,9,60,0,0,1,0,0,0,0,0,0
28,0,5,50,0,0,0,1,0,0,0,0,0
23,0,9,48,0,0,0,0,0,0,0,0,0
39,1,13,30,0,0,0,0,0,0,0,1,0
50,0,13,65,0,1,0,0,0,0,0,0,1
31,0,4,40,0,0,0,1,0,0,0,0,0
45,0,13,50,1,0,1,0,0,0,1977,1,1
23,0,13,40,0,0,0,0,0,0,0,0,0
47,0,6,40,0,0,0,1,0,0,0,0,0
59,1,9,18,0,0,1,0,0,0,0,0,0
32,0,12,40,0,0,0,1,0,0,0,1,0
82,0,4,5,0,0,0,0,0,0,0,0,0
49,0,13,55,0,0,0,0,0,0,2415,1,1
74,0,9,17,1,0,0,0,1,0,0,0,0
22,0,10,35,0,0,1,0,0,0,0,0,0
32,0,10,55,0,0,0,1,0,0,0,1,0
34,0,13,50,0,0,0,1,0,0,0,1,1
59,0,13,60,0,0,0,1,0,0,0,1,1
36,0,13,50,0,0,0,0,0,0,0,1,1
59,1,7,40,0,0,1,0,0,0,0,0,0
47,0,13,70,0,1,1,0,0,0,0,0,1
53,0,9,45,1,0,0,0,1,0,2002,1,0
25,0,10,35,0,1,0,1,0,0,0,0,0
44,0,13,65,0,0,1,0,0,0,0,0,0
57,1,15,35,0,1,0,0,0,15024,0,1,1
42,0,13,80,0,1,0,1,0,0,1902,1,1
58,0,6,40,1,0,0,1,0,0,0,1,0
39,0,13,40,0,0,0,0,0,3464,0,1,0
32,0,9,40,0,0,0,0,0,0,0,0,0
45,0,4,48,0,0,0,1,0,0,0,0,0
47,1,13,35,0,0,1,0,0,0,0,1,1
52,0,10,50,0,0,0,0,0,0,0,1,0
56,0,2,25,0,1,1,0,0,0,0,0,0
52,1,9,40,0,0,0,1,0,0,0,0,0
34,1,9,35,0,0,0,0,1,0,0,0,0
36,0,4,35,0,1,0,1,0,0,0,1,0
41,0,9,40,0,0,0,1,0,0,0,0,0
30,0,10,40,0,0,1,0,0,0,0,0,0
44,0,13,40,0,0,1,0,0,0,0,1,0
17,1,10,40,0,0,0,0,0,0,0,0,0
34,1,10,40,0,0,0,0,1,0,0,0,0
41,0,10,40,0,0,0,0,1,0,0,0,0
29,0,9,40,0,0,0,1,0,0,0,0,0
25,0,5,48,0,0,0,1,0,0,0,0,0
42,0,13,40,1,0,1,0,0,0,0,0,0
48,0,10,40,0,0,0,0,0,3103,0,1,1
26,0,11,55,0,0,0,0,0,0,0,0,0
64,1,9,40,0,1,1,0,0,20051,0,1,1
46,0,13,45,0,1,0,0,0,0,0,1,0
38,0,13,50,0,0,1,0,0,0,1887,1,1
49,0,7,40,1,0,1,0,0,0,0,1,0
23,1,10,20,0,0,0,0,0,0,0,0,0
46,1,13,40,1,0,1,0,0,0,0,0,1
30,0,9,55,0,0,0,1,0,0,0,0,0
49,0,9,40,0,1,0,1,0,0,0,1,1
47,0,11,40,0,0,0,0,0,0,0,0,0
44,0,13,50,0,0,1,0,0,0,0,1,1
31,0,9,50,0,0,0,1,0,0,1669,0,0
19,0,9,50,0,0,0,1,0,0,0,0,0
45,1,12,38,0,0,1,0,0,5455,0,0,0
34,0,13,40,0,0,1,0,0,0,1848,1,1
26,0,9,40,0,0,0,1,0,0,0,0,0
38,0,9,40,0,1,0,1,0,0,0,1,1
31,1,10,43,0,0,1,0,0,0,0,0,0
36,0,12,50,0,1,1,0,0,0,0,0,0
31,0,13,60,0,0,1,0,0,0,0,1,1
30,0,13,40,0,0,1,0,0,0,0,1,0
37,0,9,40,0,0,1,0,0,0,0,1,1
30,0,13,50,0,0,1,0,0,0,0,0,1
21,1,9,30,0,0,0,0,0,0,0,1,0
73,1,6,10,0,0,0,0,1,0,0,0,0
38,0,14,40,1,0,1,0,0,0,0,1,1
30,0,6,50,0,0,0,1,0,0,0,0,0
33,0,9,50,0,0,0,1,0,0,0,1,1
52,0,13,40,1,0,1,0,0,7688,0,1,1
58,1,10,46,0,0,1,0,0,0,0,0,0
34,1,14,50,1,0,1,0,0,0,0,0,0
35,0,9,40,0,0,0,1,0,0,0,1,0
59,0,9,40,1,0,0,1,0,0,0,1,1
45,1,13,40,0,0,1,0,0,0,0,0,0
27,0,10,48,0,0,0,1,0,0,0,0,0
31,0,16,50,1,0,1,0,0,0,0,0,1
45,0,10,50,0,0,0,1,0,0,0,0,0
40,1,9,25,0,0,0,0,1,0,0,0,0
27,0,15,40,0,0,1,0,0,0,0,1,0
19,0,9,20,0,0,0,0,1,0,0,0,0
29,0,3,25,0,0,0,0,1,0,0,0,0
34,0,10,72,0,1,0,1,0,0,0,1,0
32,0,12,40,1,0,0,1,0,0,0,1,0
49,0,7,40,0,0,0,1,0,0,0,1,0
33,1,7,40,0,0,1,0,0,0,0,0,1
74,0,4,2,0,0,0,0,0,0,0,1,0
62,0,13,50,0,0,1,0,0,0,0,1,1
39,0,9,40,0,1,1,0,0,0,0,1,0
43,1,9,40,0,0,1,0,0,0,0,0,0
22,1,10,60,0,0,1,0,0,0,0,0,0
24,0,9,45,0,0,0,1,0,0,0,1,0
76,0,9,40,0,0,0,0,0,0,0,1,1
25,1,10,40,0,0,0,0,1,0,0,0,0
19,1,10,28,0,0,0,0,0,0,0,0,0
31,1,12,41,0,0,1,0,0,0,0,0,0
53,1,7,40,0,0,0,1,0,0,0,0,0
61,0,9,3,0,0,1,0,0,0,0,1,0
47,0,13,40,0,0,0,0,1,0,0,1,0
37,1,9,45,0,0,1,0,0,0,0,0,0
50,0,13,30,0,1,1,0,0,0,0,0,0
27,0,10,44,0,0,0,0,0,0,0,0,0
58,1,9,40,0,0,1,0,0,0,0,0,0
43,0,9,40,0,0,0,1,0,0,0,1,0
39,0,12,40,0,0,1,0,0,0,0,1,0
36,1,10,35,0,0,0,0,0,0,0,0,0
56,0,13,50,0,0,1,0,0,0,0,1,0
26,0,9,55,0,0,0,1,0,0,0,1,0
23,1,13,38,0,0,1,0,0,0,0,0,0
47,0,7,40,0,0,0,1,0,0,0,0,0
68,1,8,30,0,0,0,0,0,0,0,0,0
47,0,10,40,1,0,0,0,1,0,0,0,0
45,0,10,40,1,0,1,0,0,7688,0,1,1
26,0,10,60,0,0,1,0,0,0,0,1,0
20,0,9,40,0,0,0,1,0,0,1590,0,0
46,1,10,40,0,0,1,0,0,0,0,0,0
37,0,12,50,0,0,1,0,0,0,0,1,1
37,0,10,45,0,0,0,1,0,0,0,1,0
43,0,10,42,0,0,0,1,0,0,0,1,0
59,1,14,40,0,0,1,0,0,0,0,0,0
39,1,9,40,0,0,1,0,0,0,0,0,0
32,1,10,54,0,0,0,1,0,0,1590,0,0
63,0,10,16,0,0,1,0,0,0,0,1,0
45,0,13,60,0,0,1,0,0,0,0,1,1
59,1,13,40,0,0,1,0,0,0,0,0,0
36,0,8,35,0,0,0,0,0,0,0,0,0
26,0,9,40,0,0,1,0,0,0,0,0,0
34,1,9,40,0,0,1,0,0,0,0,0,0
41,0,9,40,0,0,0,1,0,0,0,1,1
26,0,9,40,0,0,0,1,0,0,0,0,0
53,1,9,40,0,0,0,1,0,0,0,0,0
33,1,9,35,0,0,1,0,0,0,0,1,1
46,0,13,50,0,0,1,0,0,0,0,1,1
79,1,9,30,0,0,0,0,0,0,0,0,0
31,1,9,40,0,0,0,1,0,0,0,0,0
24,0,9,40,0,0,0,0,1,0,0,0,0
57,1,9,62,1,0,1,0,0,0,0,0,0
40,1,9,47,0,0,0,0,1,0,0,0,0
41,0,11,84,0,1,0,0,0,0,2179,1,0
20,0,10,26,0,0,1,0,0,0,0,0,0
45,1,7,40,0,0,0,1,0,0,0,0,0
27,1,11,40,0,0,1,0,0,0,0,0,0
36,0,3,40,0,0,0,1,0,0,0,0,0
30,0,9,40,0,0,0,1,0,0,0,1,0
36,1,13,40,0,0,1,0,0,0,0,1,1
25,0,9,40,0,0,0,1,0,0,0,0,0
30,1,10,25,0,0,0,0,0,0,1719,0,0
31,1,9,40,0,0,1,0,0,0,0,1,0
49,0,9,45,0,0,0,1,0,7688,0,1,1
26,0,7,20,0,0,0,1,0,0,0,0,0
25,0,13,40,0,0,1,0,0,0,0,0,0
29,1,11,40,0,0,1,0,0,0,0,0,0
24,1,10,52,0,0,1,0,0,3325,0,0,0
41,0,9,40,0,0,1,0,0,0,0,1,1
35,0,14,40,0,0,1,0,0,0,0,0,1
57,1,13,40,0,1,0,0,0,0,0,1,1
21,1,7,40,0,0,0,0,1,0,0,0,0
29,1,6,32,0,0,0,0,1,0,0,0,0
36,0,10,40,0,0,1,0,0,0,0,1,0
20,1,10,25,0,0,1,0,0,0,0,0,0
51,0,13,40,0,0,1,0,0,0,0,1,1
39,0,7,40,0,0,0,1,0,0,0,1,0
36,0,13,50,0,0,1,0,0,5013,0,1,0
40,0,15,70,0,1,1,0,0,99999,0,1,1
61,0,9,50,0,0,1,0,0,0,0,1,0
38,0,15,60,0,0,1,0,0,0,0,1,0
20,0,10,35,0,0,0,0,0,0,0,0,0
21,1,9,35,0,0,0,0,1,0,0,0,0
40,1,9,40,0,0,1,0,0,0,0,0,0
46,0,6,45,0,0,0,1,0,0,0,1,0
21,0,10,54,0,0,0,1,0,0,0,1,0
35,0,6,50,0,1,0,1,0,0,0,1,0
39,0,13,40,0,0,0,0,0,0,0,1,0
38,0,9,60,0,1,0,1,0,0,0,1,0
30,1,9,40,0,0,1,0,0,0,0,0,0
28,0,5,40,0,0,0,1,0,0,0,0,0
32,0,13,40,0,0,1,0,0,0,0,1,1
46,0,11,40,0,1,0,1,0,0,0,1,1
40,0,11,40,0,0,0,1,0,0,0,1,0
47,1,9,40,0,0,0,1,0,15024,0,1,1
44,0,6,40,0,0,0,1,0,0,0,1,0
38,0,9,40,0,0,0,0,0,3464,0,1,0
51,0,9,20,0,0,0,0,0,0,0,0,1
46,0,13,40,0,1,0,1,0,0,0,1,1
51,0,16,60,0,0,1,0,0,15024,0,1,1
45,0,16,40,0,0,1,0,0,15020,0,0,1
20,1,10,20,0,0,0,0,1,0,0,0,0
44,0,13,45,0,0,1,0,0,0,0,1,0
33,0,11,45,0,0,0,1,0,0,0,1,0
18,1,9,30,0,0,0,0,1,0,0,0,0
61,0,15,40,0,1,1,0,0,0,0,0,1
50,1,13,40,1,0,1,0,0,0,0,0,0
47,0,9,40,1,0,0,1,0,0,0,0,0
34,0,13,50,0,0,1,0,0,0,0,1,1
53,0,9,60,0,0,0,1,0,0,0,1,0
39,0,10,40,0,1,0,1,0,0,0,1,0
58,0,9,40,0,0,0,1,0,0,0,1,1
66,0,9,18,0,0,0,0,0,0,0,1,0
26,0,7,50,0,0,0,1,0,0,0,0,0
41,0,3,40,0,0,1,0,0,0,0,1,0
47,0,10,40,1,0,1,0,0,0,0,1,0
31,0,11,40,0,0,0,1,0,0,0,1,0
52,0,10,40,0,0,1,0,0,0,0,1,1
29,0,12,50,0,0,0,0,0,0,0,1,1
43,1,5,50,0,0,0,1,0,0,0,0,0
42,0,14,40,1,0,1,0,0,0,0,1,1
35,1,10,30,0,0,0,1,0,0,0,0,0
41,0,9,40,0,0,0,1,0,2885,0,1,0
34,0,13,60,0,0,0,0,0,7298,0,1,1
52,0,10,40,0,1,0,1,0,0,0,1,0
61,0,10,40,0,0,0,1,0,0,0,1,0
39,0,9,40,1,0,1,0,0,0,0,0,0
19,1,10,25,0,0,0,0,0,0,0,0,0
46,0,13,40,1,0,1,0,0,7688,0,1,1
39,0,10,45,0,0,1,0,0,0,0,0,0
22,0,10,50,0,0,0,0,1,0,0,0,0
30,1,9,40,1,0,1,0,0,0,0,0,0
40,1,11,32,0,0,0,0,1,0,0,0,0
43,0,13,40,0,0,1,0,0,3325,0,0,0
37,0,3,36,0,0,0,1,0,0,0,1,0
23,0,12,20,0,0,0,0,1,0,0,0,0
39,0,12,59,1,0,1,0,0,0,0,0,0
54,0,14,40,0,0,0,0,0,0,0,1,0
46,0,10,60,0,1,0,0,0,0,0,1,0
20,1,10,40,0,0,0,1,0,0,0,0,0
50,1,13,50,0,1,1,0,0,0,0,1,1
17,1,6,15,0,0,0,0,0,0,0,0,0
36,0,9,40,0,0,0,1,0,0,0,1,0
37,0,9,45,0,0,0,0,0,0,0,1,0
53,1,9,38,0,0,0,0,1,0,0,0,0
50,0,9,40,0,0,0,1,0,0,0,1,1
38,0,9,40,0,0,0,1,0,0,0,1,0
63,0,9,32,0,1,0,1,0,0,0,1,0
53,0,9,50,0,0,0,1,0,0,0,1,1
40,1,13,50,0,0,0,0,0,0,0,0,0
23,0,10,50,0,1,1,0,0,0,0,0,0
20,0,9,43,0,0,0,1,0,0,0,0,0
46,0,10,40,0,0,0,1,0,0,0,1,1
28,0,6,40,0,0,0,0,1,0,0,0,0
59,0,14,50,0,0,1,0,0,0,0,0,0
41,0,13,40,0,0,1,0,0,0,0,1,1
33,0,1,40,0,0,0,1,0,0,0,1,0
56,0,8,40,0,0,0,1,0,0,0,1,0
50,0,9,55,0,1,0,0,0,15024,0,1,1
31,1,13,50,1,0,1,0,0,0,0,0,0
41,0,11,50,0,0,0,0,0,0,0,0,0
38,1,13,40,0,0,1,0,0,7688,0,1,1
25,1,12,40,1,0,1,0,0,0,0,0,0
18,1,9,12,0,0,0,0,0,0,0,0,0
49,1,13,40,1,0,1,0,0,0,0,0,0
39,0,10,40,0,0,0,1,0,0,0,0,0
22,1,10,20,0,0,0,0,0,0,0,0,0
21,1,10,25,0,0,1,0,0,0,0,0,0
35,0,13,40,0,0,0,0,0,0,0,1,0
21,1,9,40,0,0,0,0,0,0,0,0,0
38,0,9,40,0,0,0,1,0,0,0,1,1
55,1,4,20,0,0,0,0,1,0,0,0,0
31,0,9,55,0,0,0,1,0,0,0,0,0
17,0,7,20,0,1,1,0,0,0,0,0,0
31,0,13,50,0,0,1,0,0,7298,0,1,1
25,0,13,40,1,0,1,0,0,0,0,0,0
39,0,14,55,0,0,1,0,0,0,0,1,1
50,0,4,40,0,0,0,1,0,0,0,1,0
38,1,13,20,1,0,1,0,0,0,0,1,1
50,0,10,60,0,0,0,0,0,0,0,1,0
63,0,6,40,0,0,1,0,0,0,0,1,0
31,0,9,50,0,0,0,1,0,0,0,1,0
23,1,13,40,0,0,1,0,0,0,0,0,0
18,0,10,20,0,0,0,0,1,0,0,0,0
43,1,13,48,1,0,1,0,0,0,0,0,0
34,0,10,50,0,0,1,0,0,0,0,1,1
18,0,7,35,0,0,0,0,0,0,0,0,0
46,0,9,40,0,0,0,1,0,4386,0,1,1
35,1,13,40,0,0,0,0,0,0,0,0,1
46,1,14,38,1,0,1,0,0,0,0,0,0
59,0,11,40,0,0,1,0,0,7298,0,1,1
31,1,4,30,0,0,0,1,0,0,0,0,0
27,1,9,37,0,0,0,0,0,0,0,0,0
41,0,14,40,0,0,1,0,0,0,0,1,0
42,0,9,40,0,0,0,1,0,0,0,0,0
55,0,13,40,0,0,1,0,0,0,0,1,1
34,1,9,40,0,0,0,0,0,0,0,0,0
44,1,9,40,0,0,0,1,0,0,0,0,0
26,1,13,50,0,0,1,0,0,0,1669,0,0
36,1,11,40,0,0,1,0,0,0,0,1,1
69,0,5,35,0,0,0,0,1,1424,0,1,0
33,1,10,40,0,0,1,0,0,0,0,0,0
30,0,11,40,0,0,1,0,0,0,0,1,0
35,1,9,16,0,0,0,0,1,0,0,1,1
25,1,13,40,0,0,1,0,0,0,0,0,1
21,0,10,40,0,0,0,0,1,0,0,0,0
18,0,7,15,0,0,0,0,1,0,0,0,0
35,0,10,60,0,1,0,1,0,0,0,1,1
20,0,9,50,0,0,0,1,0,0,0,1,0
26,0,14,40,0,0,1,0,0,5013,0,1,0
46,0,13,40,0,0,1,0,0,0,0,1,0
31,1,13,36,0,0,1,0,0,0,0,0,0
40,0,15,40,0,0,0,1,0,5178,0,1,1
40,1,9,52,0,0,1,0,0,0,625,0,0
31,1,13,40,0,0,1,0,0,0,0,0,0
32,0,16,40,0,1,1,0,0,0,0,1,0
23,0,10,40,0,1,1,0,0,0,0,0,0
25,0,14,40,1,0,0,0,1,0,0,0,0
37,0,10,50,0,0,0,1,0,0,0,1,0
18,1,10,20,0,0,0,0,0,0,0,0,0
55,1,9,38,0,0,0,0,0,0,0,0,0
52,1,5,40,0,0,0,1,0,0,0,0,0
26,1,9,40,0,0,1,0,0,0,0,0,0
37,0,10,40,0,0,1,0,0,0,0,0,1
39,1,9,45,0,0,1,0,0,0,0,0,0
62,1,13,40,0,1,1,0,0,0,0,0,1
19,1,10,25,0,0,0,0,0,0,0,0,0
47,0,9,45,0,0,0,1,0,0,0,1,1
51,0,13,40,1,0,0,0,1,0,0,1,1
55,1,9,40,0,0,0,0,1,0,0,0,0
30,0,9,35,0,0,0,1,0,0,0,1,0
59,0,10,36,1,0,0,1,0,0,0,1,0
45,0,6,65,0,1,0,1,0,0,0,1,0
52,0,10,45,0,0,1,0,0,15024,0,1,1
21,0,9,20,0,0,0,1,0,0,0,0,0
31,0,9,55,0,0,0,1,0,0,0,1,0
29,0,10,40,0,0,1,0,0,0,0,0,0
24,0,9,40,0,0,0,1,0,0,0,1,0
17,0,6,24,0,0,0,0,1,0,0,0,0
47,1,9,40,0,0,0,1,0,0,0,0,0
46,0,10,50,0,0,0,0,0,0,0,1,1
32,1,9,28,0,0,0,0,0,0,0,0,0
34,0,6,44,0,0,0,1,0,0,0,0,0
63,0,8,40,0,0,0,1,0,0,0,1,0
21,0,10,25,0,0,0,0,1,0,0,0,0
18,0,9,36,0,0,0,0,1,0,0,0,0
49,0,16,50,1,0,1,0,0,0,0,1,1
81,1,9,20,0,1,1,0,0,0,0,0,0
36,0,12,40,0,1,1,0,0,0,0,1,1
47,0,9,40,0,0,0,1,0,0,0,1,1
36,0,14,50,0,0,0,0,0,0,0,1,1
39,0,11,60,0,1,0,1,0,0,0,1,0
46,1,13,35,0,0,0,0,0,0,0,0,0
43,1,10,40,1,0,1,0,0,0,1902,1,1
39,1,13,35,1,0,1,0,0,0,0,0,0
29,1,10,40,0,0,0,0,0,0,0,0,0
23,1,9,16,0,0,0,1,0,0,0,0,0
57,0,6,43,0,0,0,1,0,0,0,1,0
38,1,9,42,0,1,0,0,0,0,0,0,0
25,1,13,40,0,0,0,0,0,0,0,0,0
39,0,10,40,1,0,1,0,0,0,0,1,0
24,0,10,40,0,0,0,0,0,0,0,0,0
56,0,14,44,0,0,0,1,0,0,1977,1,1
39,1,8,40,0,0,0,0,0,0,0,0,0
23,1,11,60,0,0,0,0,0,0,0,0,0
17,1,7,20,0,0,0,0,0,0,0,0,0
67,1,9,16,0,1,1,0,0,3273,0,0,0
41,0,13,50,0,0,1,0,0,0,0,0,0
24,1,13,50,1,0,1,0,0,0,0,0,0
51,0,13,40,0,0,1,0,0,10520,0,0,1
30,1,9,60,0,1,0,0,1,0,0,0,0
47,0,9,40,0,1,0,1,0,15024,0,1,1
56,0,9,32,0,0,0,1,0,0,0,0,0
51,0,9,38,0,0,0,1,0,0,0,0,0
57,0,10,55,0,1,1,0,0,0,0,1,0
34,1,10,40,0,0,0,0,1,0,0,0,0
24,0,13,40,0,0,1,0,0,0,0,0,0
57,0,9,40,0,0,0,1,0,0,0,1,0
38,0,9,40,0,0,0,1,0,0,0,1,1
23,1,9,40,0,0,1,0,0,0,0,0,0
35,0,4,40,0,0,0,1,0,0,0,1,0
58,0,9,52,0,0,0,1,0,0,0,1,0
19,1,9,12,0,0,0,0,0,1055,0,0,0
19,0,4,40,0,0,0,0,0,0,0,0,0
68,0,16,60,1,0,1,0,0,0,2377,1,1
43,0,10,40,0,0,1,0,0,0,1902,1,1
17,1,7,20,0,0,0,0,1,0,0,0,0
53,0,16,50,1,0,1,0,0,7688,0,1,1
37,0,16,99,0,1,1,0,0,0,0,1,1
21,0,13,25,0,0,0,0,0,0,0,0,0
63,0,9,40,0,0,0,1,0,0,0,1,1
31,0,10,50,0,0,0,1,0,0,0,0,0
29,0,9,40,0,0,0,0,1,0,0,1,0
43,0,10,40,1,0,0,0,1,0,1887,1,1
27,1,15,65,0,0,1,0,0,0,0,0,1
25,0,9,32,0,1,0,0,1,0,0,0,0
28,1,9,40,0,0,1,0,0,0,0,0,0
54,1,9,35,0,0,0,0,0,0,0,0,0
74,1,10,12,0,0,0,0,0,0,0,0,0
31,1,10,32,1,0,1,0,0,0,0,0,0
23,0,10,48,0,0,1,0,0,0,0,0,0
19,1,13,30,0,0,1,0,0,0,0,0,0
39,1,1,20,0,0,0,0,0,0,0,0,0
61,1,9,40,0,1,0,1,0,22040,0,1,0
59,1,9,40,0,0,0,0,0,7688,0,1,1
27,1,11,36,0,1,0,0,1,0,0,1,1
19,1,10,20,0,0,1,0,0,0,0,0,0
23,0,9,40,0,0,0,0,0,0,0,0,0
25,1,9,35,1,0,1,0,0,0,0,0,0
40,0,10,48,0,0,1,0,0,0,0,1,1
53,1,7,37,0,0,0,0,1,0,0,0,0
32,0,13,45,0,0,1,0,0,0,0,0,0
72,0,16,25,0,1,1,0,0,0,2392,1,1
61,0,4,40,0,0,0,1,0,0,0,1,0
42,0,9,40,0,0,0,0,0,0,0,1,0
17,1,6,20,0,0,0,0,1,1055,0,0,0
73,0,9,16,0,0,0,1,0,0,0,1,0
41,0,10,40,0,1,0,1,0,0,0,0,0
23,1,10,20,0,0,0,1,0,0,0,0,0
23,1,9,40,0,0,1,0,0,0,0,0,0
65,0,11,15,0,0,1,0,0,0,0,1,0
45,1,9,50,0,1,0,0,0,0,0,1,0
52,0,13,40,1,0,1,0,0,7688,0,1,1
24,1,13,27,1,0,1,0,0,0,0,0,0
23,0,11,40,0,0,0,1,0,0,0,1,0
30,1,10,40,0,0,1,0,0,0,0,0,0
26,0,13,40,0,0,1,0,0,0,0,0,0
37,0,9,56,0,1,0,1,0,0,0,0,0
17,0,9,40,0,0,0,0,1,0,0,0,0
31,0,9,40,0,0,0,0,0,0,0,1,0
52,1,9,40,0,0,1,0,0,0,0,0,0
63,0,13,27,0,0,0,0,0,0,0,0,0
27,1,9,60,0,0,0,0,1,0,0,0,0
31,0,5,40,0,0,0,1,0,3137,0,1,0
71,1,9,35,0,1,1,0,0,0,0,0,0
35,0,13,60,0,0,1,0,0,0,0,1,0
44,1,9,38,0,0,1,0,0,0,0,1,0
36,0,14,40,0,0,1,0,0,0,0,1,0
22,1,13,20,0,0,1,0,0,0,0,0,0
32,0,9,48,0,0,1,0,0,0,1485,1,0
30,1,13,40,1,0,1,0,0,0,0,0,0
60,0,9,40,0,0,0,0,0,0,0,1,0
25,1,10,40,0,0,1,0,0,0,0,0,0
76,1,4,12,0,0,0,0,1,0,0,0,0
41,0,9,40,0,0,0,1,0,0,0,0,0
26,0,4,40,0,0,0,1,0,0,0,1,0
45,0,8,40,0,0,0,1,0,0,0,1,0
32,1,10,40,0,0,1,0,0,0,0,0,0
22,0,9,40,0,0,0,1,0,0,0,0,0
39,0,13,40,0,0,0,0,0,0,1848,1,1
63,0,13,40,0,1,0,1,0,0,0,0,0
23,1,12,40,0,0,0,1,0,0,0,0,0
61,0,6,40,0,0,0,1,0,0,0,1,0
31,0,11,40,1,0,0,1,0,0,0,1,0
25,0,5,45,0,0,0,1,0,0,0,1,0
33,1,9,40,0,0,0,0,1,1055,0,0,0
39,1,9,36,0,0,0,0,0,0,0,1,0
53,1,13,40,0,0,0,1,0,0,0,1,0
26,1,13,40,1,0,1,0,0,0,0,0,0
21,0,10,32,0,0,0,0,1,0,0,0,0
18,0,9,40,0,0,1,0,0,0,0,0,0
34,0,13,60,0,0,1,0,0,15024,0,1,1
44,0,14,40,1,0,1,0,0,7688,0,1,1
31,0,9,50,0,0,0,1,0,0,0,0,0
44,0,9,40,0,0,0,1,0,0,0,1,1
42,0,15,60,0,0,1,0,0,0,1902,1,1
43,0,9,44,0,0,0,1,0,0,0,1,0
33,0,13,38,0,0,0,0,1,7688,0,1,1
21,1,10,30,0,0,0,0,0,0,0,0,0
30,0,9,40,0,0,0,1,0,0,0,1,1
55,0,9,60,0,0,0,1,0,0,0,1,0
57,1,10,40,0,0,1,0,0,0,0,0,0
37,0,9,50,0,0,0,1,0,0,0,0,0
32,0,9,40,0,0,0,1,0,0,0,1,1
62,0,13,60,0,1,1,0,0,0,0,1,1
31,0,13,40,0,1,0,0,0,0,0,0,1
51,0,13,50,0,0,1,0,0,0,0,1,1
37,1,14,45,0,0,1,0,0,0,213,0,0
45,0,3,38,0,0,0,1,0,0,0,1,0
47,0,10,40,0,0,0,1,0,0,0,1,0
31,0,9,75,0,0,0,0,0,0,0,0,0
75,0,7,30,0,1,1,0,0,0,0,1,0
43,0,14,50,0,0,1,0,0,0,0,1,0
39,0,12,60,0,0,0,1,0,7688,0,1,1
30,0,13,40,0,0,1,0,0,0,0,1,1
27,0,3,40,0,0,0,1,0,0,0,0,0
44,0,9,40,0,0,0,1,0,0,0,1,0
53,1,14,35,1,0,1,0,0,0,0,0,1
40,0,13,40,0,0,1,0,0,0,0,1,0
18,1,7,20,0,0,0,0,0,0,0,0,0
